id,text
3,西洋美術に生きた男とその反抗
3,残した絵画たちの語る、とある画家の人生
3,いままで知られることのなかった、絵たちの示す画家の肖像
3,絵は見るだけじゃない、感じるものだ
3,20世紀日本における絵画のムーブメントに生きた画家
3,知られざる日本人画家の遺した、10枚の女性の肖像
3,生きることは大変だけど素晴らしい
3,目の合わない彼女はなにを思う?
3,死と向き合い生に感謝する
3,ただ静かに自分と向き合えば
3,彼女はなにを憂うか
3,こちらを向かない彼女を見つめて
3,生を憂うか、死を憂うか
3,彼女の見つめる先に・・・
3,ただ”今”とむきあって
3,静かな場所で生を感じて
3,生きることはきれいなことだけじゃない
3,なぜ彼女は生きるのか
3,音のない世界でただ生を考える。
3,物思いにふけり、自分を見つめる静かな時間
3,静寂の中にただ一人自分をおけば
3,元気で前向きなだけが人生じゃない
3,ひとはみな、過去とむきあい生きていく。
3,こころだけは捨てないで
3,生きるってなに?
3,今この絵を見ているあなたは生きている。
2,この上ない、カタルシス。
2,彼女の瞳には、何が映っているのだろう...
2,何もつけないあなた、探しに行きましょう。
2,芸術って、あなたが決めるんですよ。
2,長谷に、想いを馳せて...
2,アンチ阪神? そんなの関係ないね。
2,そんな画家知らないって? じゃあなおさら見るしかないっしょ!
2,妖艶な絵画展の、幕が上がる。
2,寝転がりたいと思っているあなた、彼女が先に寝ています。
2,一糸まとわぬ姿、ご覧あれ。
2,時間差でくる感動
2,心の奥底で、何かが蠢きます。
2,感情が加速する。
2,あなたが居れば、楽しめる。
2,カタルシスのスタート
2,阪神間モダニズムって、ピンときます?
2,新たな気づき、あるでしょう。
2,心が動く準備、完了です。
2,魅せる技術、感じる心。
2,アートの意味、見つけ出してください。
6,たまには、絵だけの世界へ
6,スマホの画面に飽きたあなたへ
6,人をこんなに見つめるのは久しぶり
6,自然と、目線が合う
6,絵を見るのに、言葉はいらない
6,耳が疲れたら、ぜひ。
6,ぼーっと見るのも、いい
6,いっしょに、「静」の中を歩こう
6,見るんじゃない、感じるんだ
6,拝啓、絵の中の人へ。
6,無駄な気遣いのない場所
6,絵の柔らかさに、包まれよう
6,平面だけの、濃密な時間を
6,美術ってこんなにも...
6,会えないあの人を、思い出せます。
6,ゆっくりと、絵の川に流される
6,絵の世界は、何だって自由。
6,絵の具が走る、心はさまよう
6,額縁に、話しかけよう
6,絵の海に浸る。すみずみまで。
2,モダニズムの果てに見えたもの
2,抽象と具体のはざまで
2,芸術を追及した男—長谷眞次郎—
2,発掘された昭和の洋画家
2,洋画への憧憬と彷徨
2,具体画の萌芽
2,具体画の先駆
2,昭和期を駆け抜けた幻の洋画家
2,洋画の掘り出し物、あります!
2,無名だからと言ってなめたらあきまへん
2,プロ垂涎の逸品がここに
2,Lost Pictures—発掘された長谷眞次郎—
2,洋画の具現者—長谷眞次郎—
2,国策遂行よりもどこまでも芸術を追い求めた男がいた。
2,抽象も。具体も。
2,最近目が肥えすぎてません?—発掘された幻の洋画家—
