time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-05-05T05:05:41.670Z,36.0496,31.0604,91.91,4.5,mb,,104,1.161,0.72,us,usb000qa6c,2014-05-05T13:08:22.449Z,"69km SE of Tekirova, Turkey",earthquake
2014-05-05T04:59:44.000Z,60.6511,-149.5584,38,4.6,ml,99,50.3999959680003,,0.76,ak,ak11251056,2014-05-15T01:48:48.542Z,"49km WSW of Whittier, Alaska",earthquake
2014-05-05T04:03:39.010Z,12.678,-89.9435,46.1,4.5,mb,,186,1.219,1.01,us,usb000qa5q,2014-05-05T12:06:08.069Z,"101km S of Acajutla, El Salvador",earthquake
2014-05-05T02:52:04.620Z,-19.994,-70.9295,17.94,4.8,mb,,149,0.855,1.01,us,usb000qa4k,2014-05-05T15:51:57.000Z,"85km WNW of Iquique, Chile",earthquake
2014-05-05T02:24:53.070Z,-9.7445,159.745,30.2,5.3,mb,,63,0.363,0.91,us,usb000qa3l,2014-05-05T08:36:11.357Z,"41km SSW of Honiara, Solomon Islands",earthquake
2014-05-04T21:24:18.030Z,-20.6944,-178.2716,611.74,4.9,mb,,141,4.546,0.87,us,usb000q9vy,2014-05-05T05:26:51.682Z,"44km E of Ndoi Island, Fiji",earthquake
2014-05-04T20:23:32.930Z,40.6466,77.6565,10,5.4,mb,,144,1.515,1.37,us,usb000q9uv,2014-05-04T21:27:12.000Z,"164km ESE of Naryn, Kyrgyzstan",earthquake
2014-05-04T20:18:24.790Z,34.8621,139.3117,155.07,6,mwb,,25,1.791,0.8,us,usb000q9sv,2014-05-06T04:46:19.000Z,"23km ESE of Ito, Japan",earthquake
2014-05-04T20:02:16.440Z,36.094,139.8065,59.62,4.6,mb,,146,1.37,0.4,us,usb000q9s5,2014-05-05T04:09:29.828Z,"0km SE of Sakai, Japan",earthquake
2014-05-04T19:21:31.070Z,-20.0548,-70.8456,12.37,4.6,mb,,147,0.818,1.01,us,usb000q9qk,2014-05-05T03:24:19.893Z,"75km WNW of Iquique, Chile",earthquake
2014-05-04T18:34:00.480Z,-20.0486,-70.9188,14.78,4.6,mb,,154,0.873,0.75,us,usb000q9p4,2014-05-05T02:37:47.475Z,"83km WNW of Iquique, Chile",earthquake
2014-05-04T17:14:26.970Z,-49.1021,127.3346,10,4.6,mb,,128,15.186,1.21,us,usb000q9lr,2014-05-05T01:17:48.026Z,"Western Indian-Antarctic Ridge",earthquake
2014-05-04T12:58:02.660Z,52.4183,172.371,28.11,4.6,mb,,126,1.102,0.76,us,usb000q9fx,2014-05-04T21:00:46.312Z,"72km SW of Attu Station, Alaska",earthquake
2014-05-04T12:43:35.610Z,23.887,121.6403,33.86,4.8,mb,,84,0.288,0.85,us,usb000q9fm,2014-05-05T04:44:11.774Z,"10km SSE of Hualian, Taiwan",earthquake
2014-05-04T11:58:56.340Z,1.6517,128.5392,50.72,4.7,mb,,103,1.462,0.78,us,usb000q9es,2014-05-04T20:01:25.532Z,"59km E of Tobelo, Indonesia",earthquake
2014-05-04T09:38:23.610Z,-25.8296,178.2496,618.7,5.2,mb,,47,4.804,0.96,us,usb000q998,2014-05-04T17:40:54.178Z,"South of the Fiji Islands",earthquake
2014-05-04T09:25:14.520Z,-25.7976,178.2078,610.63,6.1,mb,,24,4.853,0.98,us,usb000q98e,2014-05-06T04:44:26.000Z,"South of the Fiji Islands",earthquake
2014-05-04T09:15:53.070Z,-24.6421,179.0836,527.62,6.6,mwp,,25,5.303,1.25,us,usb000q98a,2014-05-05T12:40:07.000Z,"South of the Fiji Islands",earthquake
2014-05-04T08:53:55.700Z,4.2951,126.6066,71.63,5,mb,,106,2.939,0.83,us,usb000q97m,2014-05-04T16:56:27.140Z,"176km SE of Sarangani, Philippines",earthquake
2014-05-04T07:04:33.130Z,-11.1049,162.2534,35,4.8,mb,,91,2.809,1.11,us,usb000q94c,2014-05-04T15:07:07.388Z,"80km SSE of Kirakira, Solomon Islands",earthquake
2014-05-04T04:55:55.560Z,-20.0715,-70.9524,16.24,4.5,mb,,150,0.912,0.98,us,usb000q913,2014-05-04T12:58:23.003Z,"86km W of Iquique, Chile",earthquake
2014-05-04T04:46:45.640Z,-20.0328,-71.0566,6.07,5,mb,,143,0.98,0.97,us,usb000q90p,2014-05-10T18:33:07.000Z,"97km WNW of Iquique, Chile",earthquake
2014-05-04T03:07:24.920Z,-6.3408,154.9589,20.32,4.5,mb,,59,5.821,0.93,us,usb000q8y0,2014-05-04T11:09:58.136Z,"58km W of Panguna, Papua New Guinea",earthquake
2014-05-03T22:48:54.600Z,36.5977,71.2824,127.49,4.6,mb,,72,0.773,0.88,us,usb000q8nv,2014-05-04T06:51:31.097Z,"24km WSW of Ashkasham, Afghanistan",earthquake
2014-05-03T15:00:38.210Z,-5.0717,151.5287,124.68,4.6,mb,,127,6.108,0.54,us,usb000q86h,2014-05-03T23:03:16.920Z,"113km SW of Kokopo, Papua New Guinea",earthquake
2014-05-03T14:47:05.930Z,1.8369,97.8592,57.03,5.4,mb,,62,0.6,1.04,us,usb000q863,2014-05-03T22:49:46.152Z,"92km WSW of Onan Ganjang, Indonesia",earthquake
2014-05-03T13:39:04.000Z,37.2495,141.6011,67.19,4.6,mb,,155,2.812,0.6,us,usb000q84y,2014-05-03T21:41:49.589Z,"59km ESE of Namie, Japan",earthquake
2014-05-03T13:37:33.060Z,16.4283,-97.8884,30.83,4.7,mb,,179,1.301,1.04,us,usb000q84v,2014-05-03T21:40:11.393Z,"3km ENE of Pinotepa de Don Luis, Mexico",earthquake
2014-05-03T13:18:49.070Z,-8.0534,104.3438,29.11,4.6,mb,,197,2.735,0.96,us,usb000q84i,2014-05-03T21:21:16.409Z,"197km SW of Tugu Hilir, Indonesia",earthquake
2014-05-03T12:21:37.420Z,-2.1522,138.5197,61.19,4.5,mb,,114,6.31,0.63,us,usb000q82l,2014-05-03T20:24:12.895Z,"235km WNW of Abepura, Indonesia",earthquake
2014-05-03T10:57:11.750Z,22.3192,144.004,68.83,5.5,mb,,46,8.721,0.75,us,usb000q81w,2014-05-04T23:56:28.000Z,"217km NNW of Farallon de Pajaros, Northern Mariana Islands",earthquake
2014-05-03T10:01:45.840Z,-6.7178,154.6133,42.61,4.7,mb,,66,5.933,1.01,us,usb000q812,2014-05-03T18:04:12.675Z,"106km WSW of Panguna, Papua New Guinea",earthquake
2014-05-03T09:57:08.000Z,67.6958,-162.5743,10,4.7,ml,,,,1.14,ak,ak11248710,2014-05-14T19:39:18.856Z,"21km NE of Noatak, Alaska",earthquake
2014-05-03T09:51:07.000Z,67.6988,-162.3133,20.6,4.7,ml,,,,1.26,ak,ak11248697,2014-05-14T19:36:00.528Z,"43km NE of Noatak, Alaska",earthquake
2014-05-03T08:57:12.000Z,67.6302,-162.2066,0.9,5.5,mb,,,,1.16,ak,ak11248623,2014-05-14T19:32:41.960Z,"33km NE of Noatak, Alaska",earthquake
2014-05-03T04:51:33.830Z,-11.5127,162.4198,40.29,4.9,mb,,61,3.187,0.58,us,usb000q7u6,2014-05-03T12:54:14.966Z,"129km SSE of Kirakira, Solomon Islands",earthquake
2014-05-03T04:14:44.660Z,-17.6839,-178.8536,533.69,4.5,mb,,126,2.949,0.68,us,usb000q7tn,2014-05-03T12:17:26.735Z,"234km SE of Lambasa, Fiji",earthquake
2014-05-03T03:48:48.660Z,-0.98,127.3302,38.8,4.5,mb,,110,1.74,0.7,us,usb000q7ss,2014-05-03T11:51:19.958Z,"55km NW of Laiwui, Indonesia",earthquake
2014-05-02T19:08:23.180Z,17.5575,-94.4695,151.43,5.1,mb,,100,2.567,0.99,us,usb000q7ce,2014-05-08T17:22:24.826Z,"30km SE of Hidalgotitlan, Mexico",earthquake
2014-05-02T18:10:29.790Z,-16.1338,-172.7019,12.93,4.9,mb,,59,2.385,1.51,us,usb000q79r,2014-05-03T14:40:54.851Z,"113km E of Hihifo, Tonga",earthquake
2014-05-02T17:14:09.360Z,37.9875,144.1319,32.01,4.6,mb,,137,4.091,0.7,us,usb000q765,2014-05-03T14:07:16.000Z,"241km SE of Kamaishi, Japan",earthquake
2014-05-02T16:28:43.220Z,14.3427,-90.6647,190.5,4.5,mb,,155,1.014,0.84,us,usb000q77n,2014-05-03T00:31:20.496Z,"7km SSE of Palin, Guatemala",earthquake
2014-05-02T13:33:03.470Z,0.3515,126.4488,51.07,4.5,mb,,66,1.008,1.37,us,usb000q6yy,2014-05-02T21:35:31.612Z,"112km WSW of Kota Ternate, Indonesia",earthquake
2014-05-02T11:44:01.490Z,15.715,118.4406,26.26,4.5,mb,,92,7.491,0.73,us,usb000q6xv,2014-05-02T19:46:33.015Z,"144km W of Ilioilio, Philippines",earthquake
2014-05-02T11:12:07.920Z,-7.581,127.8217,161.08,4.8,mb,,22,3.468,1.1,us,usb000q6xk,2014-05-02T19:14:33.911Z,"270km ENE of Dili, East Timor",earthquake
2014-05-02T09:15:20.820Z,37.8797,144.2463,14.55,5.9,mwp,,17,4.214,0.74,us,usb000q6x6,2014-05-04T23:19:48.000Z,"257km SE of Kamaishi, Japan",earthquake
2014-05-02T08:43:37.540Z,-3.8009,127.4352,54.18,6,mwp,,37,4.542,1,us,usb000q6wt,2014-05-03T19:41:13.000Z,"70km SSE of Namlea, Indonesia",earthquake
2014-05-02T07:46:07.210Z,-18.8475,-175.2927,35,5.3,mb,,55,5.082,1.49,us,usb000q6w3,2014-05-04T06:36:47.000Z,"139km W of Neiafu, Tonga",earthquake
2014-05-02T07:19:57.250Z,-7.1008,154.0308,30.87,4.9,mb,,28,7.175,0.88,us,usb000q6vn,2014-05-02T15:22:32.676Z,"182km WSW of Panguna, Papua New Guinea",earthquake
2014-05-02T03:23:45.740Z,-6.7001,155.4316,55.49,4.5,mb,,96,5.234,0.63,us,usb000q6un,2014-05-02T11:26:19.675Z,"42km S of Panguna, Papua New Guinea",earthquake
2014-05-02T03:06:04.740Z,52.6652,-171.8647,119.13,4.9,mb,,135,1.501,0.98,us,usb000q6uj,2014-05-10T07:21:36.141Z,"45km WNW of Amukta Island, Alaska",earthquake
2014-05-02T01:52:51.410Z,1.4956,126.5417,50.02,4.5,mb,,98,1.094,1.21,us,usb000q6tu,2014-05-02T09:55:33.491Z,"120km NW of Kota Ternate, Indonesia",earthquake
2014-05-02T01:08:04.970Z,-21.2034,-178.0052,350.07,4.7,mb,,104,7.878,1.22,us,usb000q6te,2014-05-02T09:10:36.011Z,"94km SE of Ndoi Island, Fiji",earthquake
2014-05-02T00:21:22.990Z,1.4556,126.4564,23.88,4.7,mb,,46,1.135,1.07,us,usb000q6t3,2014-05-13T05:17:59.822Z,"125km NW of Kota Ternate, Indonesia",earthquake
2014-05-01T19:23:20.930Z,-9.6121,161.5363,81.26,4.8,mb,,171,1.576,0.53,us,usb000q6jk,2014-05-02T03:25:47.015Z,"102km NNW of Kirakira, Solomon Islands",earthquake
2014-05-01T18:09:05.500Z,-28.8555,-176.5007,10,4.9,mb,,124,1.309,0.97,us,usb000q6h2,2014-05-02T02:11:37.518Z,"143km ENE of Raoul Island, New Zealand",earthquake
2014-05-01T16:45:22.600Z,-20.0131,-71.1223,7.08,4.8,mwr,,81,1.027,0.78,us,usb000q6dx,2014-05-02T17:54:35.401Z,"104km WNW of Iquique, Chile",earthquake
2014-05-01T15:21:13.690Z,6.5384,130.1212,6.27,5.4,mb,,16,4.541,0.77,us,usb000q6by,2014-05-02T17:27:59.099Z,"Palau region",earthquake
2014-05-01T14:35:38.850Z,1.9436,97.9317,55.18,5.8,mwb,,28,0.728,1.41,us,usb000q6ba,2014-05-02T17:09:42.000Z,"81km WSW of Onan Ganjang, Indonesia",earthquake
2014-05-01T11:11:42.160Z,-11.5843,166.3136,82.94,5.2,mb,,51,6.613,1.18,us,usb000q69t,2014-05-01T19:14:17.423Z,"109km SSE of Lata, Solomon Islands",earthquake
2014-05-01T10:12:38.600Z,-41.3851,-89.0685,15.58,5.4,mwc,,142,13.993,1.81,us,usb000q6t9,2014-05-02T01:42:37.537Z,"Southeast of Easter Island",earthquake
2014-05-01T06:36:35.340Z,-21.5018,170.3522,105.33,6.6,mww,,24,3.676,0.78,us,usb000q66s,2014-05-01T18:57:15.000Z,"201km WNW of Ile Hunter, New Caledonia",earthquake
2014-04-30T18:41:21.560Z,-16.2114,-176.0626,364.08,4.5,mb,,61,4.73,0.4,us,usb000q5nr,2014-05-01T02:43:48.900Z,"249km W of Hihifo, Tonga",earthquake
2014-04-30T18:19:52.960Z,-19.8648,-71.0565,23.27,4.6,mb,,156,0.918,0.91,us,usb000q5k6,2014-05-01T04:11:45.000Z,"103km WNW of Iquique, Chile",earthquake
2014-04-30T18:00:54.950Z,-32.719,-71.6375,22.64,5.1,mb,,101,0.582,0.67,us,usb000q5js,2014-05-01T15:06:18.708Z,"34km NNW of Vina del Mar, Chile",earthquake
2014-04-30T15:52:40.410Z,-1.1838,-13.4548,10,5.6,mwb,,44,6.764,1.06,us,usb000q5dt,2014-05-01T18:57:13.000Z,"North of Ascension Island",earthquake
2014-04-30T15:05:14.990Z,-56.1221,-27.4867,109.03,5,mb,,66,5.474,0.44,us,usb000q5cd,2014-04-30T23:07:41.912Z,"66km NNW of Visokoi Island, ",earthquake
2014-04-30T09:52:16.680Z,7.39,-82.6971,27.09,5,mb,,86,2.948,1.26,us,usb000q52m,2014-04-30T15:26:28.576Z,"73km SSE of Punta de Burica, Panama",earthquake
2014-04-30T09:18:46.260Z,-5.4912,146.6951,207.22,4.6,mb,,77,3.915,0.68,us,usb000q51d,2014-04-30T17:21:22.494Z,"103km ESE of Madang, Papua New Guinea",earthquake
2014-04-30T06:20:56.050Z,43.019,94.2571,10,5.3,mb,,51,9.291,0.74,us,usb000q4xj,2014-04-30T14:23:36.769Z,"70km ENE of Hami, China",earthquake
2014-04-30T06:09:05.500Z,13.1203,-90.0281,30.01,4.5,mb,,139,0.958,1.05,us,usb000q4xb,2014-04-30T06:39:19.441Z,"56km SSW of Acajutla, El Salvador",earthquake
2014-04-30T05:43:15.100Z,0.7044,-77.814,38.59,4.8,mb,,134,4.158,1.36,us,usb000q4wu,2014-05-01T00:21:11.886Z,"11km N of San Gabriel, Ecuador",earthquake
2014-04-30T05:21:14.700Z,-33.0428,-178.845,8.78,5.3,mb,,69,3.866,1.33,us,usb000q4wg,2014-04-30T13:23:53.816Z,"178km S of L'Esperance Rock, New Zealand",earthquake
2014-04-30T04:03:33.210Z,38.2406,25.1534,10,4.8,mb,,42,1.882,0.94,us,usb000q4uy,2014-04-30T15:43:10.000Z,"49km NNE of Andros, Greece",earthquake
2014-04-30T03:36:26.870Z,-23.357,-175.8335,35,5.3,mb,,45,6.157,1.37,us,usb000q4uf,2014-04-30T11:39:05.909Z,"241km SSW of `Ohonua, Tonga",earthquake
2014-04-29T22:22:33.320Z,-6.4492,130.822,107.41,4.7,mb,,58,1.595,1.45,us,usb000q4k8,2014-04-30T06:25:00.059Z,"174km NNW of Saumlaki, Indonesia",earthquake
2014-04-29T17:52:37.190Z,-7.2462,153.9876,5.9,5.1,mb,,17,3.536,0.97,us,usb000q43k,2014-04-30T15:53:18.038Z,"194km WSW of Panguna, Papua New Guinea",earthquake
2014-04-29T16:11:17.600Z,-15.5087,167.6009,161.83,5.1,mb,,34,6.619,0.88,us,usb000q3x2,2014-04-30T00:13:45.467Z,"46km E of Luganville, Vanuatu",earthquake
2014-04-29T10:08:49.940Z,51.4275,178.7764,53.31,4.8,mb,,137,2.571,0.83,us,usb000q3ix,2014-04-29T18:11:22.482Z,"60km SSE of Little Sitkin Island, Alaska",earthquake
2014-04-29T09:54:56.640Z,-32.7365,139.5373,15.39,4.7,mb,,127,1.942,1.26,us,usb000q3ij,2014-04-30T11:31:40.217Z,"70km ENE of Peterborough, Australia",earthquake
2014-04-29T05:00:14.000Z,38.1526,141.743,74.16,4.5,mb,,138,3.242,0.68,us,usb000q3d8,2014-04-29T13:02:48.296Z,"48km SE of Ishinomaki, Japan",earthquake
2014-04-28T23:22:46.020Z,-11.0464,162.2103,35,4.8,mb,,63,2.74,1.02,us,usb000q35s,2014-04-29T07:25:17.287Z,"72km SSE of Kirakira, Solomon Islands",earthquake
2014-04-28T21:53:26.320Z,57.0318,-34.332,10,4.8,mb,,116,7.048,1.2,us,usb000q31g,2014-04-29T05:55:57.402Z,"Reykjanes Ridge",earthquake
2014-04-28T19:54:26.230Z,73.1154,6.1739,10,4.5,mb,,82,5.673,1.39,us,usb000q2tj,2014-04-29T03:57:02.736Z,"Greenland Sea",earthquake
2014-04-28T17:19:28.700Z,46.9435,152.6615,65.91,4.7,mb,,95,6.778,0.78,us,usb000q2j4,2014-04-29T01:22:09.058Z,"Kuril Islands",earthquake
2014-04-28T16:01:06.300Z,-6.1345,-106.7953,10,4.9,mb,,180,24.909,0.72,us,usb000q2fw,2014-04-29T00:03:38.231Z,"Central East Pacific Rise",earthquake
2014-04-28T12:43:52.360Z,-32.1223,57.1089,14.44,5.3,mb,,59,10.975,0.63,us,usb000q28e,2014-04-28T20:46:18.903Z,"Southwest Indian Ridge",earthquake
2014-04-28T11:59:53.730Z,-17.5847,-178.8771,524.89,4.7,mb,,83,2.931,0.72,us,usb000q272,2014-04-28T20:02:28.669Z,"225km SE of Lambasa, Fiji",earthquake
2014-04-28T06:21:59.210Z,21.5692,143.1352,325.97,4.7,mb,,35,8.106,0.61,us,usb000q21g,2014-04-28T14:24:31.206Z,"215km WNW of Farallon de Pajaros, Northern Mariana Islands",earthquake
2014-04-28T05:20:40.750Z,-9.3261,110.2804,27.47,4.5,mb,,76,1.424,1.24,us,usb000q1zl,2014-04-28T13:23:10.367Z,"152km S of Bambanglipuro, Indonesia",earthquake
2014-04-28T04:59:36.250Z,-19.4907,-70.4457,31.7,4.9,mb,,144,0.322,1.04,us,usb000q1yt,2014-04-28T16:32:43.000Z,"86km NNW of Iquique, Chile",earthquake
2014-04-28T04:49:33.530Z,-3.3332,136.7844,66.87,4.9,mb,,75,4.547,1.42,us,usb000q1ym,2014-04-28T12:52:06.149Z,"80km NE of Enarotali, Indonesia",earthquake
2014-04-28T04:37:17.970Z,53.4393,160.1905,71.34,4.7,mb,,134,1.015,1,us,usb000q1yc,2014-04-28T12:39:52.679Z,"111km ENE of Petropavlovsk-Kamchatskiy, Russia",earthquake
2014-04-28T02:47:28.760Z,-20.5464,-70.8564,12.85,4.6,mb,,164,0.713,1.06,us,usb000q1v9,2014-04-28T10:49:58.983Z,"82km WSW of Iquique, Chile",earthquake
2014-04-28T00:43:50.650Z,19.7066,120.0732,6,5.4,mwb,,19,2.173,0.81,us,usb000q1s6,2014-05-11T23:04:12.295Z,"145km NNW of Burgos, Philippines",earthquake
2014-04-28T00:09:38.630Z,-19.9245,-70.8747,21,4.7,mwr,,134,0.779,0.87,us,usb000q1rb,2014-05-11T22:36:39.983Z,"83km WNW of Iquique, Chile",earthquake
2014-04-27T22:09:17.640Z,-0.2246,122.6012,33.56,4.7,mb,,56,0.829,0.89,us,usb000q1mn,2014-04-28T06:11:48.081Z,"83km NNW of Luwuk, Indonesia",earthquake
2014-04-27T18:10:47.760Z,-7.0778,154.8013,77.63,4.7,mb,,75,3.887,0.73,us,usb000q1fb,2014-04-28T02:13:18.243Z,"113km SW of Panguna, Papua New Guinea",earthquake
2014-04-27T16:23:06.020Z,-6.2043,131.2621,81.49,5.2,mb,,37,1.767,0.84,us,usb000q1cz,2014-04-28T00:25:36.473Z,"175km WSW of Tual, Indonesia",earthquake
2014-04-27T15:13:54.920Z,54.8714,111.3083,10,5.1,mb,,33,5.599,0.61,us,usb000q1c1,2014-04-27T23:16:36.783Z,"91km NE of Kurumkan, Russia",earthquake
2014-04-27T13:49:12.760Z,-6.7349,155.0762,89,5.1,mb,,16,3.845,0.64,us,usb000q1at,2014-04-27T21:51:52.020Z,"64km SW of Panguna, Papua New Guinea",earthquake
2014-04-27T13:36:20.080Z,38.3967,93.0125,16.56,5.1,mb,,53,6.733,0.52,us,usb000q1ah,2014-04-27T21:38:48.096Z,"208km WNW of Da Qaidam Hu, China",earthquake
2014-04-27T10:03:08.540Z,23.5965,143.7454,37.27,4.6,mb,,99,10.01,0.66,us,usb000q17v,2014-04-27T18:05:48.579Z,"278km ESE of Iwo Jima, Japan",earthquake
2014-04-27T06:34:47.610Z,-0.1006,124.4906,85.08,4.6,mb,,37,1.956,0.85,us,usb000q13j,2014-04-27T14:38:32.980Z,"78km SE of Molibagu, Indonesia",earthquake
2014-04-27T01:42:57.460Z,43.0311,45.8789,10,4.6,mb,,41,1.55,0.84,us,usb000q0yn,2014-04-27T09:46:25.303Z,"11km E of Duba-Yurt, Russia",earthquake
2014-04-27T00:59:51.420Z,-56.1052,-143.6632,10,5.1,mb,,55,28.445,1.01,us,usb000q0yd,2014-05-11T22:19:32.368Z,"Pacific-Antarctic Ridge",earthquake
2014-04-26T18:58:26.780Z,-30.4353,-179.2937,182.5,4.7,mb,,134,1.677,0.81,us,usb000q0nj,2014-04-29T14:36:52.800Z,"116km NNW of L'Esperance Rock, New Zealand",earthquake
2014-04-26T17:48:54.760Z,35.2216,70.3914,73.18,4.6,mb,,77,1.299,0.56,us,usb000q0la,2014-04-29T14:00:57.916Z,"53km WSW of Parun, Afghanistan",earthquake
2014-04-26T16:35:26.360Z,28.579,129.729,57.29,4.5,mb,,176,2.163,0.8,us,usb000q0jb,2014-04-27T00:38:00.011Z,"33km NE of Naze, Japan",earthquake
2014-04-26T16:03:50.880Z,-7.0297,154.7756,34.99,4.9,mb,,93,3.835,0.77,us,usb000q0iv,2014-04-27T00:06:32.220Z,"111km SW of Panguna, Papua New Guinea",earthquake
2014-04-26T13:55:55.650Z,48.4569,153.2639,130.05,5,mb,,76,5.439,0.98,us,usb000q0gk,2014-04-26T21:58:36.426Z,"Kuril Islands",earthquake
2014-04-26T13:33:21.780Z,14.1832,-92.2943,83.52,5,mb,,182,0.67,1.34,us,usb000q0g7,2014-04-27T15:00:16.229Z,"37km SSW of Ocos, Guatemala",earthquake
2014-04-26T10:00:46.410Z,-7.4688,128.3842,158.1,4.6,mb,,60,2.933,0.74,us,usb000q0e8,2014-04-26T18:03:17.150Z,"Kepulauan Barat Daya, Indonesia",earthquake
2014-04-26T08:58:41.700Z,51.4962,177.5172,52.86,4.5,mb,,98,2.441,1.17,us,usb000q0dq,2014-04-26T17:01:18.072Z,"67km S of Kiska Volcano, Alaska",earthquake
2014-04-26T07:56:51.050Z,0.5094,98.4872,61.33,4.8,mb,,93,1.205,0.89,us,usb000q0cm,2014-04-26T15:59:22.220Z,"128km SW of Padangsidempuan, Indonesia",earthquake
2014-04-26T07:01:22.140Z,-34.1361,-72.1904,17.85,4.8,mb,,115,0.897,0.71,us,usb000q0c1,2014-04-26T14:19:04.964Z,"79km SW of San Antonio, Chile",earthquake
2014-04-26T06:02:20.420Z,-20.7142,-174.7236,39.37,6.2,mwc,,21,4.798,0.91,us,usb000q0ag,2014-04-27T09:21:01.781Z,"67km NE of Nuku`alofa, Tonga",earthquake
2014-04-26T04:19:50.870Z,-7.0049,154.6339,21,4.9,mb,,63,3.722,0.73,us,usb000q09b,2014-04-26T12:22:19.050Z,"121km SW of Panguna, Papua New Guinea",earthquake
2014-04-26T03:55:33.650Z,73.4788,7.974,10,5.1,mb,,59,5.147,0.91,us,usb000q08r,2014-04-26T11:58:08.194Z,"Greenland Sea",earthquake
2014-04-26T02:33:34.290Z,-56.349,-143.8998,0.01,5.7,mwc,,61,28.169,1.26,us,usb000q0wi,2014-04-27T00:28:02.616Z,"Pacific-Antarctic Ridge",earthquake
2014-04-26T02:02:20.930Z,-55.8259,-27.1533,34.93,4.6,mb,,100,5.584,0.5,us,usb000q07f,2014-04-26T10:04:53.359Z,"97km N of Visokoi Island, ",earthquake
2014-04-26T01:39:46.840Z,48.1273,154.9913,31.78,4.9,mb,,138,5.276,0.97,us,usb000q076,2014-04-26T09:42:18.845Z,"295km SSW of Severo-Kuril'sk, Russia",earthquake
2014-04-26T01:34:41.590Z,-7.2553,154.6804,18.62,4.9,mb,,61,3.941,1.11,us,usb000q073,2014-04-26T09:37:18.337Z,"136km SW of Panguna, Papua New Guinea",earthquake
2014-04-25T21:18:30.240Z,43.4108,-127.0632,10,4.7,mb,,163,2.955,0.88,us,usb000pzzj,2014-05-11T21:40:08.909Z,"217km W of Bandon, Oregon",earthquake
2014-04-25T20:59:47.560Z,26.7592,53.911,10.25,5,mb,,30,2.744,0.79,us,usb000pzyv,2014-04-26T18:02:36.378Z,"24km NNW of Kish, Iran",earthquake
2014-04-25T18:03:09.300Z,-5.7356,147.1506,128.86,5,mb,,27,3.645,1.02,us,usb000pzml,2014-04-26T15:55:49.000Z,"110km N of Lae, Papua New Guinea",earthquake
2014-04-25T17:46:26.340Z,-6.816,154.4696,47.9,4.5,mb,,118,3.473,1.03,us,usb000pznx,2014-04-26T15:16:34.068Z,"125km WSW of Panguna, Papua New Guinea",earthquake
2014-04-25T17:20:33.920Z,35.5907,21.6837,31.85,4.5,mwr,,69,1.596,0.92,us,usb000pzkb,2014-04-26T14:18:12.000Z,"136km S of Koroni, Greece",earthquake
2014-04-25T16:09:29.780Z,-7.1788,154.6657,79.47,4.9,mb,,50,3.873,1.12,us,usb000pzfx,2014-04-26T00:12:04.153Z,"131km SW of Panguna, Papua New Guinea",earthquake
2014-04-25T08:41:59.150Z,-16.5712,-177.4478,10,5.1,mb,,120,4.457,1.49,us,usb000pz4t,2014-04-26T13:56:27.000Z,"262km SSE of Sigave, Wallis and Futuna",earthquake
2014-04-25T06:58:58.130Z,10.0478,124.044,10,4.6,mb,,69,3.325,1.06,us,usb000pz1q,2014-04-25T18:13:22.693Z,"3km NW of Inabanga, Philippines",earthquake
2014-04-25T06:54:27.050Z,-36.413,-73.3743,29.76,4.7,mb,,146,1.827,0.65,us,usb000pz1v,2014-04-25T12:29:16.214Z,"40km NW of Talcahuano, Chile",earthquake
2014-04-25T04:36:58.520Z,-17.435,-173.159,13.27,5.2,mb,,58,3.477,1.27,us,usb000pysq,2014-04-25T12:39:25.064Z,"160km NNE of Neiafu, Tonga",earthquake
2014-04-25T03:01:36.620Z,-20.283,-70.9532,10.94,4.8,mb,,143,0.921,1.43,us,usb000pymw,2014-04-25T21:34:47.000Z,"84km W of Iquique, Chile",earthquake
2014-04-25T02:56:32.650Z,35.4997,21.6771,13.2,4.7,mb,,104,1.687,1.36,us,usb000pymu,2014-04-25T10:59:05.034Z,"146km S of Koroni, Greece",earthquake
2014-04-25T02:04:52.120Z,52.0516,176.3034,43.6,4.9,mb,,90,1.51,0.94,us,usb000pym8,2014-05-05T22:28:58.253Z,"42km SE of Buldir Island, Alaska",earthquake
2014-04-24T19:51:58.680Z,-23.9906,-176.6986,63.53,5.9,mwb,,36,5.347,0.93,us,usb000py4w,2014-04-25T17:46:28.000Z,"South of the Fiji Islands",earthquake
2014-04-24T19:02:08.040Z,30.4414,140.8115,35.69,4.6,mb,,119,6.46,0.83,us,usb000py1l,2014-04-25T03:04:43.018Z,"Izu Islands, Japan region",earthquake
2014-04-24T12:46:16.960Z,-59.5674,-26.2874,96.06,5.3,mb,,69,7.688,1.5,us,usb000pxjb,2014-04-24T20:48:55.961Z,"60km SSE of Bristol Island, South Sandwich Islands",earthquake
2014-04-24T10:46:41.200Z,-34.5264,-72.4655,26.91,4.5,mb,,161,0.653,1.12,us,usb000pxgb,2014-04-24T18:49:15.504Z,"89km N of Constitucion, Chile",earthquake
2014-04-24T10:26:47.990Z,-19.9763,-70.9607,12.75,4.9,mb,,129,0.874,1.38,us,usb000pxfg,2014-05-10T20:40:09.000Z,"89km WNW of Iquique, Chile",earthquake
