time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-04-24T10:07:04.110Z,-34.467,-72.6097,10,5,mb,,63,0.778,0.91,us,usb000pxem,2014-04-24T10:43:16.655Z,"97km N of Constitucion, Chile",earthquake
2014-04-24T09:48:53.530Z,-6.6608,154.3623,35,4.6,mb,,65,3.287,1,us,usb000pxe0,2014-04-24T17:52:15.965Z,"129km WSW of Panguna, Papua New Guinea",earthquake
2014-04-24T09:13:21.210Z,-18.0634,-69.4572,128.9,4.5,mb,,89,0.274,0.95,us,usb000pxcf,2014-04-24T17:15:52.836Z,"18km NE of Putre, Chile",earthquake
2014-04-24T04:56:49.600Z,-20.0901,-70.8368,15.41,4.8,mb,,99,0.831,0.86,us,usb000px81,2014-04-24T15:42:10.000Z,"73km W of Iquique, Chile",earthquake
2014-04-24T03:20:14.550Z,49.851,-127.1912,10,5,mb,,182,3.492,1.13,us,usb000px6z,2014-04-24T14:50:44.496Z,"95km S of Port Hardy, Canada",earthquake
2014-04-24T03:10:12.880Z,49.8459,-127.444,11.4,6.6,mww,,41,2.379,1.18,us,usb000px6r,2014-04-28T06:15:37.192Z,"94km S of Port Hardy, Canada",earthquake
2014-04-24T02:17:30.090Z,-10.8247,165.6846,40.6,5.1,mb,,40,5.814,0.62,us,usb000px5z,2014-04-24T10:20:00.062Z,"20km SW of Lata, Solomon Islands",earthquake
2014-04-23T22:42:23.680Z,-30.7099,-178.0714,35,4.7,mb,,129,7.464,1.49,us,usb000pwwh,2014-04-24T06:44:51.837Z,"112km NE of L'Esperance Rock, New Zealand",earthquake
2014-04-23T22:25:07.000Z,27.5314,129.3528,37.34,5,mb,,112,1.185,1.36,us,usb000pwvh,2014-04-24T06:27:47.745Z,"93km S of Naze, Japan",earthquake
2014-04-23T20:04:06.200Z,-23.7741,-179.8373,533.4,5,mb,,45,6.315,0.87,us,usb000pwj1,2014-04-24T04:07:45.929Z,"South of the Fiji Islands",earthquake
2014-04-23T18:21:09.710Z,14.8306,-45.0359,11.74,5.1,mb,,54,15.578,0.97,us,usb000pwdc,2014-04-24T02:23:57.650Z,"Northern Mid-Atlantic Ridge",earthquake
2014-04-23T17:00:42.710Z,-6.605,154.8555,64.12,4.6,mb,,89,5.775,0.45,us,usb000pw9i,2014-04-24T01:04:34.312Z,"76km WSW of Panguna, Papua New Guinea",earthquake
2014-04-23T14:20:52.080Z,-7.4682,154.6407,34.01,4.9,mb,,50,4.082,0.77,us,usb000pw1f,2014-04-23T22:23:24.499Z,"157km SW of Panguna, Papua New Guinea",earthquake
2014-04-23T13:12:26.390Z,-0.5831,127.423,126.41,4.6,mb,,83,1.347,0.4,us,usb000pvxl,2014-04-23T21:15:00.345Z,"89km NNW of Laiwui, Indonesia",earthquake
2014-04-23T13:03:42.960Z,-7.4501,154.3943,64.43,4.6,mb,,121,3.925,0.69,us,usb000pvxm,2014-04-23T21:06:24.786Z,"173km SW of Panguna, Papua New Guinea",earthquake
2014-04-23T09:03:32.440Z,-7.485,154.6663,29.38,4.7,mb,,128,4.111,0.63,us,usb000pvmu,2014-04-23T17:06:13.780Z,"157km SW of Panguna, Papua New Guinea",earthquake
2014-04-23T08:58:38.730Z,-7.475,154.5763,39.91,5,mb,,68,4.049,1.06,us,usb000pvm8,2014-04-23T17:01:11.222Z,"162km SW of Panguna, Papua New Guinea",earthquake
2014-04-23T07:39:08.820Z,-11.5269,161.9247,17.39,4.7,mb,,107,2.843,0.71,us,usb000pvjm,2014-04-23T15:41:40.321Z,"118km S of Kirakira, Solomon Islands",earthquake
2014-04-23T05:57:46.020Z,-6.7613,154.6573,35,4.9,mb,,91,3.561,0.99,us,usb000pvgs,2014-04-23T14:00:19.014Z,"103km WSW of Panguna, Papua New Guinea",earthquake
2014-04-23T05:40:02.780Z,-6.6325,154.5243,43.92,5.4,mb,,61,3.377,0.94,us,usb000pvgf,2014-04-23T13:42:41.080Z,"111km WSW of Panguna, Papua New Guinea",earthquake
2014-04-23T02:38:19.020Z,-7.0746,154.6785,31.27,4.8,mb,,79,7.793,0.75,us,usb000pvca,2014-04-23T10:40:50.498Z,"122km SW of Panguna, Papua New Guinea",earthquake
2014-04-22T23:35:50.530Z,-6.784,154.4247,35,4.8,mb,,89,3.42,1.17,us,usb000pv5i,2014-04-23T07:38:16.726Z,"128km WSW of Panguna, Papua New Guinea",earthquake
2014-04-22T11:46:47.550Z,33.6917,140.8961,49.5,4.9,mb,,82,1.072,0.99,us,usb000ptra,2014-04-22T19:49:25.734Z,"122km NE of Hachijo-jima, Japan",earthquake
2014-04-21T21:59:05.460Z,-6.6023,154.6555,35,5.4,mb,,51,3.448,0.92,us,usb000pt65,2014-04-22T13:56:33.000Z,"97km WSW of Panguna, Papua New Guinea",earthquake
2014-04-21T21:41:35.170Z,-20.176,-173.8814,33.98,5.3,mb,,57,9.748,0.73,us,usb000pt5c,2014-04-22T05:44:05.480Z,"64km SE of Pangai, Tonga",earthquake
2014-04-21T21:25:30.330Z,41.7627,19.2486,14.17,4.5,mb,,45,0.62,1.28,us,usb000pt3h,2014-04-21T22:59:13.438Z,"18km S of Ulcinj, Montenegro",earthquake
2014-04-21T21:22:54.480Z,35.5699,141.0879,16.34,4.6,mb,,126,2.531,1.42,us,usb000pt42,2014-04-22T05:25:32.737Z,"29km SE of Hasaki, Japan",earthquake
2014-04-21T20:45:23.200Z,17.3559,119.9577,22.5,5.4,mwb,,25,0.513,0.91,us,usb000pt1q,2014-04-22T22:09:33.372Z,"47km WSW of Fuerte, Philippines",earthquake
2014-04-21T19:58:17.840Z,-6.8173,155.0867,10,4.8,mb,,61,3.907,1.17,us,usb000psyh,2014-04-22T21:29:41.000Z,"70km SW of Panguna, Papua New Guinea",earthquake
2014-04-21T19:46:51.450Z,-6.2695,155.0416,52.85,4.8,mb,,96,5.79,0.73,us,usb000psx9,2014-04-22T03:49:30.511Z,"49km W of Panguna, Papua New Guinea",earthquake
2014-04-21T16:48:49.220Z,-20.842,-173.1608,10,4.7,mb,,110,3.512,0.72,us,usb000qkt4,2014-05-15T22:00:24.668Z,"169km SE of Pangai, Tonga",earthquake
2014-04-21T15:35:55.240Z,-6.8366,155.1184,35,4.5,mb,,200,3.944,0.87,us,usb000qksm,2014-05-15T21:09:11.951Z,"70km SW of Panguna, Papua New Guinea",earthquake
2014-04-21T15:00:30.790Z,46.9842,152.7145,67.87,4.7,mb,,103,6.812,0.51,us,usb000psky,2014-05-15T19:44:53.706Z,"Kuril Islands",earthquake
2014-04-21T14:57:55.610Z,-6.9756,154.7793,40.29,5.3,mb,,45,3.798,0.88,us,usb000pskx,2014-05-15T19:11:54.509Z,"106km SW of Panguna, Papua New Guinea",earthquake
2014-04-21T14:02:15.770Z,51.8211,-175.9701,54.12,5.4,mb,,37,0.167,0.78,us,usb000psjy,2014-05-15T17:18:27.397Z,"47km E of Adak, Alaska",earthquake
2014-04-21T13:39:05.580Z,-19.6309,-71.0347,19.1,5.2,mwr,,80,0.86,0.94,us,usb000psj4,2014-05-15T16:38:42.887Z,"113km NW of Iquique, Chile",earthquake
2014-04-21T13:37:10.720Z,-20.1261,-173.2676,25.03,5.2,mb,,47,3.317,0.79,us,usb000psja,2014-05-15T16:17:55.080Z,"118km ESE of Pangai, Tonga",earthquake
2014-04-21T13:07:15.320Z,-15.2186,-173.0078,10,4.7,mb,,142,20.617,0.47,us,usb000qksg,2014-05-15T15:34:09.935Z,"113km NE of Hihifo, Tonga",earthquake
2014-04-21T12:34:09.990Z,3.9972,91.6065,14.57,5.1,mb,,109,5.462,0.65,us,usb000pshw,2014-04-21T20:36:42.685Z,"Off the west coast of northern Sumatra",earthquake
2014-04-21T11:25:27.600Z,-6.2634,154.4162,35,5.1,mb,,50,3.044,0.85,us,usb000pshe,2014-04-21T19:28:03.849Z,"118km W of Panguna, Papua New Guinea",earthquake
2014-04-21T09:04:24.330Z,-6.1957,154.3797,46.84,5.2,mb,,28,2.972,0.76,us,usb000psg4,2014-04-26T01:09:52.000Z,"123km W of Panguna, Papua New Guinea",earthquake
2014-04-21T07:46:53.620Z,42.5047,143.6209,78.04,4.6,mb,,77,0.598,0.7,us,usb000psf4,2014-04-21T15:49:33.604Z,"57km SE of Obihiro, Japan",earthquake
2014-04-21T06:32:42.190Z,-6.6032,154.5964,56.76,4.5,mb,,64,3.406,0.6,us,usb000psdk,2014-04-21T14:35:16.848Z,"103km WSW of Panguna, Papua New Guinea",earthquake
2014-04-21T04:49:51.660Z,36.321,71.4524,94.92,4.5,mb,,72,2.65,0.77,us,usb000psbu,2014-04-21T12:52:19.093Z,"40km S of Ashkasham, Afghanistan",earthquake
2014-04-21T04:23:07.310Z,-5.5172,131.4599,61.44,4.8,mb,,110,2.454,0.94,us,usb000psbm,2014-04-21T12:25:40.565Z,"143km W of Tual, Indonesia",earthquake
2014-04-21T03:37:58.190Z,-6.4353,155.0007,35.97,4.7,mb,,38,3.598,0.97,us,usb000psbb,2014-04-21T11:40:34.466Z,"55km WSW of Panguna, Papua New Guinea",earthquake
2014-04-21T03:21:23.790Z,-28.3182,-12.7974,10,5,mb,,59,13.921,1.28,us,usb000psb6,2014-04-21T11:23:59.675Z,"Southern Mid-Atlantic Ridge",earthquake
2014-04-21T02:31:37.630Z,-6.7268,154.6333,37.07,4.9,mb,,64,3.519,1.14,us,usb000psai,2014-04-28T03:13:21.000Z,"104km WSW of Panguna, Papua New Guinea",earthquake
2014-04-21T01:54:00.710Z,-6.7152,154.5274,35,4.8,mb,,63,3.438,1.29,us,usb000ps9z,2014-04-28T02:54:10.713Z,"114km WSW of Panguna, Papua New Guinea",earthquake
2014-04-20T23:00:21.040Z,-7.0549,149.5246,35.18,4.5,mb,,86,3.305,0.44,us,usb000ps8m,2014-04-21T07:03:59.017Z,"92km S of Kandrian, Papua New Guinea",earthquake
2014-04-20T20:16:53.700Z,28.084,143.0292,34.21,4.9,mb,,160,8.862,0.59,us,usb000ps5w,2014-04-21T04:19:19.317Z,"136km NE of Chichi-shima, Japan",earthquake
2014-04-20T15:58:08.570Z,-7.2773,154.9859,35,4.6,mb,,157,4.157,0.44,us,usb000ps1u,2014-04-21T00:00:45.731Z,"119km SSW of Panguna, Papua New Guinea",earthquake
2014-04-20T14:15:34.840Z,28.3391,-43.7445,10,4.7,mb,,110,23.263,0.64,us,usb000ps08,2014-04-20T22:18:02.912Z,"Northern Mid-Atlantic Ridge",earthquake
2014-04-20T13:50:41.530Z,53.1022,163.0193,37.31,5.3,mb,,41,2.637,0.89,us,usb000przr,2014-04-20T21:53:15.951Z,"292km E of Petropavlovsk-Kamchatskiy, Russia",earthquake
2014-04-20T13:28:42.990Z,-6.8503,154.6607,57.07,5.1,mb,,46,3.627,0.79,us,usb000przh,2014-04-20T21:31:19.286Z,"108km WSW of Panguna, Papua New Guinea",earthquake
2014-04-20T12:41:52.470Z,-28.2649,-67.4702,109.1,4.6,mb,,75,2.535,0.65,us,usb000pryt,2014-05-14T11:42:51.000Z,"24km SSE of Tinogasta, Argentina",earthquake
2014-04-20T12:40:39.470Z,17.7341,-101.1876,59.7,4.8,mb,,192,1.933,1.08,us,usb000pryu,2014-05-14T11:57:44.247Z,"25km NNE of Petatlan, Mexico",earthquake
2014-04-20T12:14:40.660Z,-6.5499,154.6887,65.83,4.7,mb,,59,3.436,0.83,us,usb000pryl,2014-05-14T11:53:28.478Z,"91km WSW of Panguna, Papua New Guinea",earthquake
2014-04-20T09:41:25.930Z,-22.0647,169.8934,43.25,4.7,mb,,97,3.199,1.23,us,usb000prxx,2014-05-14T11:48:10.612Z,"215km ESE of Tadine, New Caledonia",earthquake
2014-04-20T08:56:40.710Z,-6.095,148.9932,62.42,4.9,mb,,83,3.68,0.41,us,usb000prwe,2014-04-20T16:59:23.208Z,"63km WNW of Kandrian, Papua New Guinea",earthquake
2014-04-20T08:43:53.100Z,0.7031,98.3611,48.18,5.4,mb,,28,0.986,0.95,us,usb000prwb,2014-04-20T16:46:21.253Z,"124km SW of Padangsidempuan, Indonesia",earthquake
2014-04-20T08:24:29.040Z,-6.5001,154.7017,34.87,5,mb,,26,5.959,0.71,us,usb000prw5,2014-04-20T16:27:07.925Z,"88km WSW of Panguna, Papua New Guinea",earthquake
2014-04-20T08:10:20.310Z,-6.925,154.744,79.72,4.6,mb,,49,3.737,1.24,us,usb000prw1,2014-04-20T16:13:10.408Z,"106km SW of Panguna, Papua New Guinea",earthquake
2014-04-20T07:54:55.520Z,-19.9249,-70.9982,10,4.5,mwr,,110,0.886,0.95,us,usb000prvu,2014-04-20T15:57:31.786Z,"95km WNW of Iquique, Chile",earthquake
2014-04-20T07:45:45.190Z,-11.0443,161.6431,18.58,5,mb,,43,2.308,0.84,us,usb000prvt,2014-04-20T15:48:20.482Z,"71km SSW of Kirakira, Solomon Islands",earthquake
2014-04-20T04:23:13.160Z,-7.0855,154.6438,35.06,5.1,mb,,27,3.789,1.15,us,usb000prtp,2014-04-20T12:25:46.214Z,"126km SW of Panguna, Papua New Guinea",earthquake
2014-04-20T04:17:34.380Z,-6.8587,154.5663,28.2,5.7,mwp,,49,3.569,1.32,us,usb000prti,2014-04-25T17:56:01.000Z,"117km WSW of Panguna, Papua New Guinea",earthquake
2014-04-20T02:26:48.300Z,-6.7933,154.5776,25.07,4.6,mb,,83,3.529,0.4,us,usb000prs7,2014-04-20T10:29:29.860Z,"113km WSW of Panguna, Papua New Guinea",earthquake
2014-04-20T01:54:12.710Z,-26.5424,-114.9208,10,5.4,mb,,91,5.025,1.34,us,usb000prru,2014-04-27T01:56:26.000Z,"Easter Island region",earthquake
2014-04-20T01:02:14.530Z,-6.423,154.8945,35,4.8,mb,,47,3.508,0.62,us,usb000prr9,2014-04-20T09:04:52.840Z,"66km W of Panguna, Papua New Guinea",earthquake
2014-04-20T00:58:26.030Z,-28.386,-69.0054,113.53,4.7,mb,,59,1.343,0.81,us,usb000prr4,2014-05-11T04:26:37.805Z,"88km WNW of Vinchina, Argentina",earthquake
2014-04-20T00:15:58.100Z,-7.1646,155.3351,20,6.2,mww,,16,4.322,0.79,us,usb000prqv,2014-05-10T22:29:54.497Z,"95km S of Panguna, Papua New Guinea",earthquake
2014-04-20T00:10:44.530Z,-7.0093,155.2366,17.31,5.2,mb,,31,4.146,1.11,us,usb000prqr,2014-04-20T08:13:15.747Z,"81km SSW of Panguna, Papua New Guinea",earthquake
2014-04-19T23:06:16.900Z,-6.9424,154.9865,34.98,5.1,mb,,20,3.919,0.98,us,usb000prps,2014-04-20T15:56:33.000Z,"88km SW of Panguna, Papua New Guinea",earthquake
2014-04-19T22:33:26.980Z,-6.4861,154.6382,35.78,4.7,mb,,40,3.356,0.94,us,usb000prp0,2014-04-20T06:36:19.746Z,"95km WSW of Panguna, Papua New Guinea",earthquake
2014-04-19T21:31:38.360Z,-6.9592,154.956,35,4.8,mb,,45,3.909,0.83,us,usb000prly,2014-04-20T05:34:18.912Z,"92km SW of Panguna, Papua New Guinea",earthquake
2014-04-19T21:30:30.110Z,-19.977,-71.0509,9.27,4.6,mb,,96,0.952,0.91,us,usb000prlm,2014-04-24T15:58:49.000Z,"98km WNW of Iquique, Chile",earthquake
2014-04-19T21:28:25.740Z,-6.8233,152.2719,39.63,4.5,mb,,206,2.617,0.36,us,usb000prls,2014-05-11T03:51:18.597Z,"251km N of Kulumadau, Papua New Guinea",earthquake
2014-04-19T20:54:42.370Z,-20.021,-70.913,9.04,5.8,mwr,,80,0.855,1.17,us,usb000prk0,2014-04-20T15:56:31.000Z,"83km WNW of Iquique, Chile",earthquake
2014-04-19T20:00:13.110Z,-6.4925,154.5891,35,4.8,mb,,65,3.325,0.45,us,usb000prib,2014-04-20T06:31:39.219Z,"100km W of Panguna, Papua New Guinea",earthquake
2014-04-19T19:31:34.570Z,17.9617,-62.509,52.07,5,mwr,,36,0.545,0.96,us,usb000prhk,2014-04-19T23:01:41.639Z,"53km E of Stoney Ground, Anguilla",earthquake
2014-04-19T19:16:18.290Z,-7.241,154.7912,9.41,4.9,mb,,48,4.001,0.36,us,usb000prhc,2014-04-20T06:00:33.000Z,"127km SW of Panguna, Papua New Guinea",earthquake
2014-04-19T18:11:24.870Z,-7.13,154.664,65.67,5.1,mb,,45,3.835,1.03,us,usb000prfx,2014-04-22T15:18:36.000Z,"127km SW of Panguna, Papua New Guinea",earthquake
2014-04-19T17:55:22.440Z,-7.117,154.8619,47.59,5.3,mb,,44,3.957,0.81,us,usb000prf5,2014-04-22T14:38:38.000Z,"112km SW of Panguna, Papua New Guinea",earthquake
2014-04-19T17:45:12.460Z,-7.0502,154.8888,50.9,5.3,mb,,44,3.927,0.83,us,usb000prew,2014-04-22T14:28:57.000Z,"104km SW of Panguna, Papua New Guinea",earthquake
2014-04-19T17:33:29.940Z,14.1558,-91.2707,78.83,4.5,mb,,150,0.549,1.13,us,usb000prek,2014-04-22T14:08:28.425Z,"5km SSE of Nueva Concepcion, Guatemala",earthquake
2014-04-19T17:19:51.320Z,-6.4207,154.8888,90.74,5,mb,,33,3.502,0.82,us,usb000pre7,2014-04-22T13:50:37.000Z,"66km W of Panguna, Papua New Guinea",earthquake
2014-04-19T16:56:14.790Z,-6.99,154.5768,47.43,5.2,mb,,90,3.674,1.01,us,usb000prdm,2014-04-20T00:58:55.550Z,"125km SW of Panguna, Papua New Guinea",earthquake
2014-04-19T16:49:44.210Z,-7.2044,154.7278,80.27,5.2,mb,,60,3.933,0.79,us,usb000prdh,2014-04-20T00:52:16.058Z,"129km SW of Panguna, Papua New Guinea",earthquake
2014-04-19T16:41:47.950Z,-7.015,154.5784,77.64,4.9,mb,,63,3.693,1.39,us,usb000prd9,2014-04-20T00:44:14.298Z,"126km SW of Panguna, Papua New Guinea",earthquake
2014-04-19T15:52:57.070Z,-6.7404,154.1979,35,4.8,mb,,112,6.292,1.06,us,usb000prc2,2014-04-19T23:55:29.428Z,"149km WSW of Panguna, Papua New Guinea",earthquake
2014-04-19T14:58:17.590Z,17.4955,-101.1638,35,5,mb,,158,2.17,1.29,us,usb000praw,2014-04-19T23:01:48.817Z,"11km ESE of Petatlan, Mexico",earthquake
2014-04-19T14:56:39.570Z,-7.096,154.7408,106.61,4.8,mb,,65,3.86,1,us,usb000prba,2014-04-19T22:59:17.383Z,"119km SW of Panguna, Papua New Guinea",earthquake
2014-04-19T14:32:15.200Z,-7.1372,154.3991,106.41,4.7,mb,,150,3.676,1.36,us,usb000pra8,2014-04-19T22:34:43.423Z,"150km SW of Panguna, Papua New Guinea",earthquake
2014-04-19T14:24:38.730Z,-7.176,154.9338,47.84,4.8,mb,,90,4.048,1.21,us,usb000pra5,2014-04-19T22:27:15.272Z,"112km SSW of Panguna, Papua New Guinea",earthquake
2014-04-19T13:47:51.510Z,-7.099,154.7278,72.22,5.6,mb,,40,7.832,1.02,us,usb000pr8t,2014-04-19T21:50:26.062Z,"120km SW of Panguna, Papua New Guinea",earthquake
2014-04-19T13:36:13.660Z,8.5038,-82.735,30.45,4.6,mb,,82,2.938,1.28,us,usb000pr8b,2014-04-19T21:38:41.600Z,"2km WNW of Santo Domingo, Panama",earthquake
2014-04-19T13:27:59.500Z,-6.7203,154.9315,30.87,7.5,mww,,16,3.728,1.18,us,usb000pr89,2014-04-21T21:46:26.807Z,"75km SW of Panguna, Papua New Guinea",earthquake
2014-04-19T13:21:20.570Z,-6.7621,155.1115,62.38,5.2,mb,,94,3.89,0.61,us,usb000pr86,2014-04-19T21:23:49.666Z,"64km SW of Panguna, Papua New Guinea",earthquake
2014-04-19T12:52:39.840Z,-17.9522,-178.465,619.47,4.9,mb,,79,3.323,0.73,us,usb000pr7q,2014-04-19T20:55:21.312Z,"285km SE of Lambasa, Fiji",earthquake
2014-04-19T11:31:06.000Z,67.6643,-162.3749,7.7,4.6,ml,,,,1.36,ak,ak11234164,2014-04-28T21:02:06.413Z,"37km NE of Noatak, Alaska",earthquake
2014-04-19T08:49:01.000Z,67.6777,-162.4774,17.5,4.7,ml,,,,1.04,ak,ak11234020,2014-05-14T11:39:35.206Z,"23km ENE of Noatak, Alaska",earthquake
2014-04-19T08:23:14.920Z,-7.1948,155.4326,35,4.6,mb,,89,4.414,0.7,us,usb000ql1h,2014-05-15T12:00:19.058Z,"97km S of Panguna, Papua New Guinea",earthquake
2014-04-19T08:09:08.050Z,38.0883,142.0106,79.03,4.5,mb,,99,3.401,0.99,us,usb000ql1g,2014-05-15T11:36:17.798Z,"72km ESE of Ishinomaki, Japan",earthquake
2014-04-19T07:18:24.360Z,-7.4645,155.7201,35,4.5,mb,,88,4.619,1.17,us,usb000ql1f,2014-05-15T11:30:13.094Z,"129km SSE of Panguna, Papua New Guinea",earthquake
2014-04-19T05:27:36.760Z,-6.9576,155.1731,62.57,4.5,mb,,94,4.064,0.54,us,usb000ql1b,2014-05-15T11:13:25.044Z,"78km SSW of Panguna, Papua New Guinea",earthquake
2014-04-19T04:22:00.930Z,-18.8735,-63.4898,39.68,4.7,mb,,60,5.118,0.93,us,usb000pqy7,2014-05-11T05:36:03.499Z,"5km SSW of Abapo, Bolivia",earthquake
2014-04-19T01:08:29.600Z,-6.9068,155.2466,25.29,5.2,mb,,184,4.085,0.68,us,usb000ql5e,2014-05-15T03:40:58.817Z,"70km SSW of Panguna, Papua New Guinea",earthquake
2014-04-19T01:04:02.940Z,-6.6731,155.0982,23.34,6.6,mww,,11,3.822,1.01,us,usb000pqwe,2014-05-15T00:07:44.049Z,"58km SW of Panguna, Papua New Guinea",earthquake
2014-04-18T23:45:36.410Z,-20.6302,-70.9548,11,4.5,mwr,,42,0.774,0.78,us,usb000pquy,2014-05-10T04:49:43.282Z,"96km WSW of Iquique, Chile",earthquake
2014-04-18T21:57:17.820Z,6.1994,-82.5564,21.42,4.6,mb,,105,3.993,0.8,us,usb000pqr1,2014-05-10T04:18:42.019Z,"205km S of Punta de Burica, Panama",earthquake
2014-04-18T20:58:30.950Z,56.1507,164.5048,26.1,4.9,mb,,63,4.627,0.79,us,usb000pqmp,2014-04-19T14:52:09.113Z,"126km E of Ust'-Kamchatsk Staryy, Russia",earthquake
2014-04-18T19:05:05.070Z,-62.7492,155.4697,10.03,5.6,mb,,38,8.471,0.91,us,usb000pqfe,2014-04-20T14:56:31.000Z,"Balleny Islands region",earthquake
2014-04-18T18:56:46.000Z,67.7734,-162.6741,33,5.3,ml,,,,0.72,ak,ak11233002,2014-04-24T02:03:33.350Z,"31km NE of Noatak, Alaska",earthquake
2014-04-18T18:44:18.000Z,67.7185,-162.6679,23.4,5.6,ml,,,,0.8,ak,ak11232962,2014-04-24T02:00:23.591Z,"20km NE of Noatak, Alaska",earthquake
2014-04-18T17:53:39.580Z,-6.6947,155.3671,38.49,4.8,mb,,66,4.044,0.95,us,usb000pqbr,2014-04-19T20:57:30.000Z,"43km SSW of Panguna, Papua New Guinea",earthquake
2014-04-18T15:24:14.540Z,-11.4523,162.9111,51.01,4.7,mb,,93,3.535,0.95,us,usb000pq68,2014-04-19T04:01:08.400Z,"154km SE of Kirakira, Solomon Islands",earthquake
2014-04-18T15:07:08.880Z,-9.2206,110.205,23.24,5,mb,,74,1.337,1.07,us,usb000pq5b,2014-04-19T04:00:36.495Z,"140km S of Bambanglipuro, Indonesia",earthquake
2014-04-18T14:27:26.610Z,17.5519,-100.8159,24,7.2,mww,,36,2.144,1.26,us,usb000pq41,2014-05-13T23:07:15.561Z,"36km NNW of Tecpan de Galeana, Mexico",earthquake
2014-04-18T13:33:37.710Z,-9.3059,110.3011,36.02,5.2,mb,,91,1.401,1.08,us,usb000pq2c,2014-04-19T04:01:25.043Z,"149km S of Bambanglipuro, Indonesia",earthquake
2014-04-18T13:02:51.290Z,-11.2391,164.7077,42.39,4.6,mb,,151,5.013,0.29,us,usb000pq1u,2014-04-19T04:01:01.361Z,"135km WSW of Lata, Solomon Islands",earthquake
2014-04-18T07:46:57.180Z,-27.7456,-62.7797,609.68,5.2,mb,,26,5.059,0.77,us,usb000ppxf,2014-05-14T11:00:40.151Z,"37km WSW of Quimili, Argentina",earthquake
2014-04-18T07:30:17.230Z,-11.2051,164.7658,31.32,5.1,mb,,43,5.055,0.75,us,usb000ppwx,2014-05-14T10:14:03.171Z,"128km WSW of Lata, Solomon Islands",earthquake
2014-04-18T06:57:44.350Z,-19.9257,-71.08,9.72,4.5,mwr,,95,0.958,0.94,us,usb000ppw0,2014-05-14T10:03:52.425Z,"103km WNW of Iquique, Chile",earthquake
2014-04-18T05:25:44.150Z,-11.8278,164.1645,10,4.8,mb,,81,4.776,1.25,us,usb000qkz8,2014-05-15T05:58:20.836Z,"219km SW of Lata, Solomon Islands",earthquake
2014-04-18T05:23:26.600Z,-11.1763,164.8426,18.01,4.7,mb,,112,5.117,0.9,us,usb000qkz0,2014-05-15T05:38:46.770Z,"119km WSW of Lata, Solomon Islands",earthquake
2014-04-18T05:07:36.230Z,38.4148,21.847,17.5,4.6,mb,,,,1.35,us,usb000ppui,2014-05-14T09:58:42.227Z,"3km NNE of Nafpaktos, Greece",earthquake
2014-04-18T04:13:12.040Z,-11.1387,164.8139,10,6.1,mww,,19,5.078,0.78,us,usb000pptc,2014-05-14T23:27:17.637Z,"120km WSW of Lata, Solomon Islands",earthquake
2014-04-18T01:52:47.280Z,-55.4328,-28.0458,34.85,4.7,mb,,58,5.011,0.49,us,usb000qkyt,2014-05-14T04:36:46.738Z,"150km NNW of Visokoi Island, ",earthquake
2014-04-18T00:02:30.970Z,42.5842,142.2137,108.55,4.7,mb,,72,0.901,0.63,us,usb000ppq6,2014-05-10T23:11:20.464Z,"30km NNW of Shizunai, Japan",earthquake
2014-04-17T23:13:02.930Z,-55.5415,-28.2822,13.44,5.4,mb,,45,4.899,0.56,us,usb000pppe,2014-04-18T21:50:10.345Z,"145km NNW of Visokoi Island, ",earthquake
2014-04-17T23:12:34.420Z,46.7683,105.9857,15.02,4.7,mb,,119,10.015,0.75,us,usb000ppr1,2014-05-10T23:28:05.596Z,"22km WSW of Bayanbaraat, Mongolia",earthquake
2014-04-17T23:09:11.380Z,46.7947,153.2629,44.8,4.7,mb,,58,6.936,0.85,us,usb000ppp9,2014-04-18T21:50:32.305Z,"Kuril Islands",earthquake
2014-04-17T22:59:50.210Z,46.8001,153.3513,37.41,5.1,mb,,131,6.908,0.73,us,usb000ppnv,2014-04-18T21:51:07.441Z,"Kuril Islands",earthquake
2014-04-17T22:53:02.930Z,36.0833,139.8494,66.96,4.7,mb,,65,1.406,0.6,us,usb000ppnp,2014-05-14T13:47:41.988Z,"4km ESE of Sakai, Japan",earthquake
2014-04-17T22:14:19.450Z,-6.4596,130.038,148.55,4.5,mb,,89,1.963,0.71,us,usb000pplt,2014-04-18T21:53:16.366Z,"217km NW of Saumlaki, Indonesia",earthquake
2014-04-17T21:11:16.890Z,67.6002,142.779,10,4.5,mb,,53,6.314,0.88,us,usb000ppip,2014-04-18T21:54:25.157Z,"127km WSW of Druzhina, Russia",earthquake
2014-04-17T21:09:08.600Z,-6.0886,154.5308,104.58,4.5,mb,,119,3.018,0.4,us,usb000ppiy,2014-04-18T21:53:52.470Z,"108km WNW of Panguna, Papua New Guinea",earthquake
2014-04-17T18:06:44.100Z,-5.5252,150.4263,142,4.5,mb,,86,2.18,1.08,us,usb000pp74,2014-04-18T21:51:24.266Z,"31km E of Kimbe, Papua New Guinea",earthquake
2014-04-17T16:35:20.140Z,-19.0444,169.3225,258.34,4.6,mb,,71,4.043,0.76,us,usb000qkxv,2014-05-15T22:18:28.497Z,"56km N of Isangel, Vanuatu",earthquake
2014-04-17T16:14:04.060Z,20.1477,120.3861,3.36,4.5,mb,,64,2.582,1.05,us,usb000qkxt,2014-05-15T22:07:03.012Z,"156km W of Sabtang, Philippines",earthquake
